Conference,Acronym,Year,Topic,Papers(5Y),Citations(5Y),h5,h5_source,SBC_Class,Google_Scholar_ID,DBLP_ID
IEEE International Conference on Computer and Information Technology,CIT,2025,General,,,13,(2025) [GS],Geral,,cit
International Conference on Software Business (ICSOB),ICSOB,2025,General,,,13,(2025) [GS],Geral,lySJ7rWrE4EJ,icsob
International Conference on Advances in Swarm Intelligence,ICSI,2025,General,,,13,(2025) [GS],,,
CHASE - International Workshop on Cooperative and Human Aspects of Software Engineering,CHASE,2025,General,,,13.0,(2025) [GS],Top20,,
International Conference on Compiler Construction,CC,2025,General,,,13.0,(2025) [GS],Top10,,cc
IEEE International Conference on Advanced Video and Signal-Based Surveillance (AVSS),AVSS,2025,General,,,13,(2025) [GS],Geral,lj8GV_9F0b8J,avss
International Audio Mostly Conference,AUDIOMOSTLY,2025,General,,,13,(2025) [GS],Top20,,
IEEE International Symposium on Multiple-Valued Logic (ISMVL),ISMVL,2025,General,,,13,(2025) [GS],Geral,K6125zrCIPYJ,ismvl
International Conference on Computational Science and Engineering,CSE,2025,General,,,13.0,(2025) [GS],Geral,V3s-huB8LYEJ,cse
IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,MFI*,2025,General,,,13.0,(2025) [GS],Geral,MbouORldYUUJ,
"International Conference on Green Energy, Computing and Sustainable Technology",IGSC,2025,General,,,13,(2025) [GS],,,
International Joint Conference on Computational Intelligence,IJCCI,2025,General,,,13,(2025) [GS],,,
International Conference on Spatial Information Theory,COSIT,2025,General,,,13.0,(2025) [GS],Top10,g1IeG8tN8KAJ,cosit
International Conference on Cloud Computing Technologies and Applications,CLOUDTECH,2025,General,,,13,(2025) [GS],Geral,,cloudtech
International Conference on Security and Cryptography (SECRYPT),SECRYPT,2025,General,,,13,(2025) [GS],Geral,xSWUNlszhlkJ,secrypt
Annual ACM workshop on Privacy in the electronic society,WPES,2025,General,,,13,(2025) [GS],Geral,pUbmTvcLFnQJ,wpes
European Conference on Computer-Supported Cooperative Work,ECSCW,2025,General,,,12,(2025) [GS],Top10,,
European Conference on Modelling and Simulation (ECMS),ECMS,2025,General,,,12,(2025) [GS],,,
Integrated Formal Methods,IFM ,2025,General,,,12.0,(2025) [GS],Top10,Gzge6qp3seEJ,
"Workshop on Logic, Language, Information and Computation ",Wollic,2025,General,,,12.0,(2025) [GS],Top10,-_yucm7AqqAJ,wollic
International Conference on Industry Applications,INDUSCON,2025,General,,,12,(2025) [GS],Geral,kHVE9lQrYc8J,
International Joint Conference on Automated Reasoning,IJCAR,2025,General,,,12.0,(2025) [GS],Top20,,ijcar
International Symposium on Experimental Robotics,ISER,2025,General,,,12,(2025) [GS],,,
International Conference on the Design of Reliable Communication Networks,DRCN,2025,General,,,12.0,(2025) [GS],Geral,9giM3hX1gGgJ,drcn
ACM Conference on Global Computing Education,CompEd,2025,General,,,12,(2025) [GS],Top20,3rl1k7wWXvsJ,
International Conference on Information Integration and Web-based Applications & Services (IIWAS),IIWAS,2025,General,,,12,(2025) [GS],Top20,Tq_VLYZkpzwJ,iiwas
Mediterranean Ad Hoc Networking Workshop,Med-Hoc-Net,2025,General,,,12,(2025) [GS],Geral,,medhocnet
International Conference on Networked Systems,NetSys,2025,General,,,12,(2025) [GS],Geral,a1PaC1R5uZ8J,netsys
International Conference on Virtual Execution Environments,VEE,2025,General,,,12.0,(2025) [GS],Top20,,vee
IEEE International Conference on Nanotechnology (IEEE-NANO),IEEENANO,2025,General,,,12,(2025) [GS],,,
Workshop on Algorithms in Bioinformatics,WABI,2025,General,,,12,(2025) [GS],Top10,HnP0m-BVIUMJ,
International Conference on Management of Digital EcoSystems,MEDES,2025,General,,,12,(2025) [GS],Geral,8r87ioMWSPAJ,medes
IEEE-CS Conference on Software Engineering Education and Training (CSEE&T),CSEE&T,2025,General,,,12,(2025) [GS],Top20,yIZ19I9U66oJ,csee
Cyber Security in Networking Conference,CSNet,2025,General,,,12,(2025) [GS],,,
IEEE International Conference on Nanotechnology (IEEE-NANO),IEEE NANO,2025,General,,,12,(2025) [GS],Top20,q_zVL_Uah5UJ,
International Conference on Parallel Computing Technologies,PACT,2025,General,,,12.0,(2025) [GS],Geral,rAbNW5NaTSIJ,pact
International Conference on Virtual Rehabilitation (ICVR),ICVR,2025,General,,,12,(2025) [GS],Top20,rw5ieHT7BnMJ,
European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,ECSQARU,2025,General,,,12.0,(2025) [GS],Geral,NPzpQ2AW63QJ,ecsqaru
IEEE International Symposium on Object Oriented Real-Time Distributed Computing,ISORC,2025,General,,,12,(2025) [GS],Top20,BsXPy-a3od0J,isorc
"IEEE Asia Pacific Conference on Circuits and Systems, APCCAS",APCCAS,2025,General,,,12,(2025) [GS],Geral,iPNrzhpu_IoJ,apccas
IEEE Conference on Standards for Communications and Networking,CSCN,2025,General,,,12,(2025) [GS],Geral,fRCvy-8x_TkJ,cscn
Proceedings on Privacy Enhancing Technologies,PETS,2025,General,,,12,(2025) [GS],Top20,JXbjzvN-escJ,popets
IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling,PoEM,2025,General,,,12,(2025) [GS],Geral,e5pHNeuFGzEJ,ifip8-1
European MPI Users Group Meeting,EuroMPI,2025,General,,,12.0,(2025) [GS],Geral,eVYF6giBmnoJ,pvm
International Conference on Network of the Future,NOF,2025,General,,,12,(2025) [GS],Geral,mg4DaRHarRgJ,nof
International Conference on Scientific and Statistical Database Management,SSDBM,2025,General,,,12.0,(2025) [GS],Top10,w_KC2fvJJQEJ,ssdbm
ACM SIGPLAN International Conference on Software Language Engineering,SLE,2025,General,,,12.0,(2025) [GS],Top20,gvR2lhvj3awJ,sle
IEEE Symposium on New Frontiers in Dynamic Spectrum Access Networks,DySPAN,2025,General,,,12,(2025) [GS],Geral,0y6OyqiGt8MJ,dyspan
"International Conference on Informatics in Control, Automation and Robotics",ICINCO,2025,General,,,12,(2025) [GS],Geral,hedKTD2-CbAJ,
Brazilian Symposium on Multimedia and the Web,WEBMEDIA,2025,General,,,12,(2025) [GS],Top10,EL-07Zfxn_kJ,webmedia
International Conference on Computational Logistics,ICCL2,2025,General,,,12,(2025) [GS],,,
International Conference on Open Source Systems and Technologies,OSS,2025,General,,,12,(2025) [GS],,,
"International Symposium on VLSI Design, Automation and Test (VLSI-DAT)",VLSI-DAT,2025,General,,,12,(2025) [GS],Geral,SOMKtO20fWEJ,vlsi-dat
IEEE International Conference on Control and Automation,ICCA,2025,General,,,12.0,(2025) [GS],Geral,3EfEMUAKK7wJ,
Towards Autonomous Robotics Systems,TAROS,2025,General,,,12.0,(2025) [GS],Geral,3_Q6Rsb1TloJ,
International Symposium on String Processing and Information Retrieval,SPIRE,2025,General,,,12,(2025) [GS],,,
ACM International Conference on Design of Communication,SIGDOC,2025,General,,,12,(2025) [GS],Geral,Z4k3y0OWHUwJ,sigdoc
IEEE International Symposium on Design and Diagnostics of Electronic Circuits & Systems,DDECS,2025,General,,,12,(2025) [GS],Geral,7-_qFtHfavIJ,ddecs
International Symposium on Computer and Information Sciences,ISCIS,2025,General,,,12,(2025) [GS],Geral,,iscis
International Conference on Computer Supported Collaborative Learning,ISLS,2025,General,,,12.0,(2025) [GS],Geral,,
International Conference on Cryptology and Information Security in Latin America,LATINCRYPT,2025,General,,,12,(2025) [GS],Geral,,latincrypt
International Conference on Communities and Technologies,C&T,2025,General,,,12.0,(2025) [GS],Top10,,
"IEEE International Conference on Cybernetics, Cognition and Machine Learning Applications",ICMLA,2025,General,,,12,(2025) [GS],Top20,jv1gvzv4-LgJ,icmla
Brazilian Symposium on Systematic and Automated Software Testing,SAST,2025,General,,,12.0,(2025) [GS],Top20,,sast
International Symposium on Industrial Embedded Systems,SIES,2025,General,,,12.0,(2025) [GS],Geral,DCw_w5dKpBoJ,sies
International Conference on Knowledge Management in Organizations,KMO,2025,General,,,12,(2025) [GS],Geral,-yAq_nHfnI0J,kmo
International Conference on Information Technology-New Generations,ITNG,2025,General,,,12,(2025) [GS],Top20,n4KqZc83JT0J,itng
IEEE International Conference on Digital Health,CDH,2025,General,,,12,(2025) [GS],,,
International Symposium on Open Collaboration,OpenSym,2025,General,,,11.0,(2025) [GS],Top20,,
IEEE Working Conference on Software Visualization,VISSOFT,2025,General,,,11,(2025) [GS],Geral,,vissoft
Computer Graphics International Conference,CGI,2025,General,,,11.0,(2025) [GS],Top20,Eta5Rw7ikZgJ,cgi
International New Circuits and Systems Conference,NEWCAS,2025,General,,,11.0,(2025) [GS],Top20,lCK4wgZQRSUJ,newcas
Simpósio Brasileiro de Educação em Computação (EDUCOMP),EDUCOMP,2025,General,,,11,(2025) [GS],Top10,9d69RZLoOs8J,
Conferencia Latinoamericana En Informatica,CLEI,2025,General,,,11,(2025) [GS],Geral,ThEGj_a76ZUJ,clei
International Symposium on Ambient Intelligence,ISAmI,2025,General,,,11,(2025) [GS],,,
"Allerton Conference on Communication, Control, and Computing",ALLERTON,2025,General,,,11,(2025) [GS],Geral,HbOjoTJcHB8J,allerton
International Symposium on Medical Information Processing and Analysis,SIPAIM,2025,General,,,11.0,(2025) [GS],Geral,fY1OH_qEjxwJ,sipaim
International Conference on Information Security and Cryptology,ICISC,2025,General,,,11,(2025) [GS],Geral,MSHaZsrVGwsJ,icisc
IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,VECIMS/CIVEMSA,2025,General,,,11,(2025) [GS],Geral,SE0J8GWI_bcJ,vecims
International Conference on Web Information Systems and Technologies (WEBIST),WEBIST,2025,General,,,11,(2025) [GS],Top20,0oQi0-PzQ8sJ,webist
International Conference on Education Technology and Computer,ICETC,2025,General,,,11.0,(2025) [GS],Top20,5Vf5Ge4rO1cJ,icetc
Information Security for South Africa,ISSA,2025,General,,,11,(2025) [GS],Geral,mjGhRMqAqs8J,issa
International Conference on Geographic Information Science,GIScience,2025,General,,,11,(2025) [GS],Top10,_va3nqyJpWMJ,giscience
International Conference on Computer Graphics Theory and Applications (GRAPP),GRAPP,2025,General,,,11,(2025) [GS],Top20,ulaSNA5ZgjEJ,grapp
Portuguese Conference on Artificial Intelligence (EPIA),EPIA,2025,General,,,11,(2025) [GS],Geral,SDrbTPLn2T0J,epia
EuroHaptics,EUROHAPTICS,2025,General,,,11,(2025) [GS],Top20,,eurohaptics
International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,TABLEAUX,2025,General,,,11.0,(2025) [GS],Top10,,tableaux
International Conference on Future Internet of Things and Cloud (FiCloud),FiCloud,2025,General,,,11,(2025) [GS],Geral,qesER2iEwMYJ,ficloud
International Conference on Computing and Combinatorics,COCOON,2025,General,,,11,(2025) [GS],Geral,nuQnbkFkrG0J,cocoon
International Symposium on Experimental Algorithms,SEA,2025,General,,,11,(2025) [GS],Top20,5mM2zjnIDtwJ,wea
International Workshop on Algorithms and Computation (WALCOM),WALCOM,2025,General,,,11,(2025) [GS],Geral,Qm-_RD142XUJ,walcom
IFIP International Conference on Entertainment Computing,ICEC,2025,General,,,11.0,(2025) [GS],Top10,,iwec
Foundations of Software Technology and Theoretical Computer Science,FSTTCS,2025,General,,,11.0,(2025) [GS],Geral,z6eJxmwe_DYJ,fsttcs
International Conference on Computer Analysis of Images and Patterns,CAIP,2025,General,,,11,(2025) [GS],Top20,,caip
IEEE Latin-American Conference on Communications,LATINCOM,2025,General,,,11,(2025) [GS],Geral,P88GQzAGJOcJ,latincom
International Conference on Embedded Computer Systems,SAMOS,2025,General,,,11.0,(2025) [GS],Geral,6GMyv-BpYgwJ,samos
Latin American Robotics Symposium,SBR/LARS,2025,General,,,11.0,(2025) [GS],Top20,JUcVqGhEKJsJ,
Software and Compilers for Embedded Systems,SCOPES,2025,General,,,11.0,(2025) [GS],Geral,,scopes
International Workshop on Robot Motion and Control,RoMoCo,2025,General,,,11.0,(2025) [GS],Geral,a7sB4asTg0EJ,
International Conference on Movement and Computing,MOCO,2025,General,,,11,(2025) [GS],,,
International Colloquium on Theoretical Aspects of Computing,ICTAC,2025,General,,,11,(2025) [GS],Top10,foujqxJmEBEJ,
Conference of the British Computer Society Human Computer Interaction Specialist Group,BCS-HCI,2025,General,,,11,(2025) [GS],Geral,,bcshci
ACM International Conference on PErvasive Technologies Related to Assistive Environments ,PETRA,2025,General,,,11,(2025) [GS],Geral,,petra
International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,IMIS,2025,General,,,11,(2025) [GS],Geral,6Xfj7Y8gKaYJ,imis
International Conference on Algorithms and Complexity,CIAC,2025,General,,,11.0,(2025) [GS],Geral,3cSHcC5AA7QJ,ciac
International Workshop on Combinatorial Algorithms,IWOCA,2025,General,,,11,(2025) [GS],Geral,aEFAi4RU6TEJ,iwoca
International Symposium on Reconfigurable Communication-centric Systems-on-Chip,RECOSOC,2025,General,,,11.0,(2025) [GS],Geral,z8sUAB07Au0J,recosoc
International Conference on Geographic Information Science,AGILEGIS,2025,General,,,11,(2025) [GS],,,
Scandinavian Workshop on Algorithm Theory (SWAT),SWAT,2025,General,,,11,(2025) [GS],Geral,IyEy51GZdIUJ,swat
Simpósio Brasileiro de Jogos e Entretenimento Digital (SBGames),SBGAMES,2025,General,,,10,(2025) [GS],Top10,ByeMqHL0dxAJ,sbgames
Onward!,Onward!,2025,General,,,10.0,(2025) [GS],Geral,,onward
International Symposium on Theoretical Aspects of Software Engineering,TASE,2025,General,,,10,(2025) [GS],Top20,WZLpmXhRGDcJ,
Nordic Circuits and Systems Conference (NORCAS),NORCAS,2025,General,,,10,(2025) [GS],Geral,VvyAP556dQAJ,norcas
International Conference on 3D Web Technology,WEB3D,2025,General,,,10,(2025) [GS],Top10,AI-4Soe4vNMJ,vrml
"International Conference on Simulation and Modeling Methodologies, Technologies, and Applications (SIMULTECH)",SIMULTECH,2025,General,,,10,(2025) [GS],,,
International Conference on Educational and Information Technology,ICEIT,2025,General,,,10.0,(2025) [GS],Geral,Lew4MSOMhc8J,iceit
Workshop on Communication Networks and Power Systems,WCNPS,2025,General,,,10,(2025) [GS],,,
Workshop sobre Educação em Computação (WEI),WEI,2025,General,,,10,(2025) [GS],Top10,-eLSF6KffKgJ,
International Conference in Software Engineering Research and Innovation,CONISOFT,2025,General,,,10,(2025) [GS],,,
International Conference on Education and Multimedia Technology,ICEMT,2025,General,,,10.0,(2025) [GS],Top20,VbcOlb-pUfEJ,icemt
IFIP International Conference on Digital Forensics,ICDF,2025,General,,,10,(2025) [GS],Geral,-4oZh5Q9EIcJ,ifip11-9
"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",IC3K,2025,General,,,10,(2025) [GS],Geral,vt63wi0KkScJ,ic3k
Symposium on Integrated Circuits and Systems Design,SBCCI,2025,General,,,10.0,(2025) [GS],Top20,ce7ecw4OEFoJ,sbcci
International Conference on Digital Image Processing,ICDIP,2025,General,,,10,(2025) [GS],Geral,Zv1cF-tcqjsJ,icdip
"IEEE/ACM International Conference on Big Data Computing, Applications and Technologies",BDCAT,2025,General,,,10,(2025) [GS],,,
International Conference on Intelligent Networking and Collaborative Systems (INCoS),INCOS,2025,General,,,10,(2025) [GS],Top20,,
International Conference on Web-Based Learning (ICWL),ICWL,2025,General,,,10,(2025) [GS],,,
IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,CIBCB,2025,General,,,10,(2025) [GS],Top10,ybNREko_Be0J,
Digital Heritage,DH,2025,General,,,10,(2025) [GS],Geral,,dh
Conference on Advances in Modal Logic,AIML,2025,General,,,10,(2025) [GS],Top20,,aiml
ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS,2025,General,,,10,(2025) [GS],Top20,8ZzKUGSn8EwJ,eics
"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,2025,General,,,10.0,(2025) [GS],Geral,BZK2l1JW2UsJ,pdcat
IEEE PES Innovative Smart Grid Technologies Conference Latin America,ISGT-LA,2025,General,,,10,(2025) [GS],,,
IFIP International Internet of Things Conference.,IFIPIoT,2025,General,,,10,(2025) [GS],,,
International Conference on Advances in Computer Entertainment Technology,ACE,2025,General,,,10,(2025) [GS],Top20,,ACMace
International Conference on Information and Software Technologies (ICIST),ICIST,2025,General,,,10,(2025) [GS],,,
International Conference on Knowledge Discovery and Information Retrieval (KDIR),KDIR,2025,General,,,10,(2025) [GS],,,
International Work-Conference on Artificial and Natural Neural Networks (IWANN),IWANN,2025,General,,,10,(2025) [GS],,,
Asian Test Symposium,ATS,2025,General,,,10,(2025) [GS],,,
International  Symposium on Principles and Practice of Declarative Programming,PPDP,2025,General,,,10.0,(2025) [GS],Top20,ktOuQEhO-mwJ,ppdp
International Symposium on Memory Systems,MEMSYS,2025,General,,,10,(2025) [GS],,,
International Symposium on Embedded Multicore/Many-core Systems-on-Chip,MCSoC,2025,General,,,10,(2025) [GS],Geral,cNDfl82p1FwJ,mcsoc
"IEEE International Conference on E-health Networking, Application & Services",HEALTHCOM,2025,General,,,10,(2025) [GS],Top10,MfW4vBJSWVEJ,healthcom
Generative Programming: Concepts and Experiences,GPCE,2025,General,,,10.0,(2025) [GS],Top20,,gpce
AGILE Conference on Geo-information Science,AGILE,2025,General,,,10.0,(2025) [GS],Top10,Lw_joq0vfyMJ,agile
Latin American Conference on Learning Objects and Technologies,LACLO,2025,General,,,10.0,(2025) [GS],Top20,dxqVLUIU2J4J,
IEEE International Conference on Rehabilitation Robotics,ICORR,2025,General,,,10,(2025) [GS],,,
International Conference on Algorithms and Discrete Applied Mathematics,CALDAM,2025,General,,,10.0,(2025) [GS],Geral,oMZjQ-X5R1EJ,caldam
Asia-Pacific Conference on Intelligent Robot Systems,ACIRS,2025,General,,,9,(2025) [GS],Geral,dQMJcSWIFtgJ,
International Conference on Information Systems Development,ISD,2025,General,,,9,(2025) [GS],Geral,IXwBVJe3Y30J,isdevel
International Conference on Advances in Mobile Computing & Multimedia,MoMM,2025,General,,,9,(2025) [GS],Geral,PZoAL1XKdJoJ,momm
International Conference on Combinatorial Optimization and Applications,COCOA,2025,General,,,9.0,(2025) [GS],Geral,xFmuhcLxNaUJ,cocoa
International Conference on Virtual Worlds and Games for Serious Applications,VS-Games,2025,General,,,9.0,(2025) [GS],Top20,GW3dXd7lzJ8J,vsgames
International Conference on Dependability of Computer Systems,DEPCOS,2025,General,,,9.0,(2025) [GS],Geral,,depcos
International Conference on Practical Applications of Computational Biology & Bioinformatics,PACBB,2025,General,,,9,(2025) [GS],Top10,mdYvjBmRbpwJ,
Encontro Nacional de Inteligência Artificial e Computacional,ENIAC,2025,General,,,9,(2025) [GS],Top10,DoEKONL9f1YJ,
Brazilian Symposium on Computing Systems Engineering,SBESC,2025,General,,,9,(2025) [GS],Top10,EA9qTFRFeoUJ,sbesc
"European Conference on Combinatorics, Graph Theory and Applications",EUROCOMB,2025,General,,,9,(2025) [GS],Top20,wn0aYglh-KMJ,
RoboCup International Symposium,ROBOCUP,2025,General,,,9,(2025) [GS],Top20,KMzWyzFUAoQJ,
Workshop de Informática na Escola (WIE),WIE,2025,General,,,9,(2025) [GS],Top10,oRft04FzXroJ,
Conference on Control and Fault-Tolerant Systems,SYSTOL,2025,General,,,9.0,(2025) [GS],Top20,y8-AwXJ0Me0J,systol
"International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)",CollaborateCom,2025,General,,,9,(2025) [GS],Top20,,
IEEE International Conference on Cloud Computing Technology and Science (CloudCom),CloudCom,2025,General,,,9,(2025) [GS],Geral,aNZ314HiR4YJ,cloudcom
International Workshop on Software Ecosystems,IWSECO,2025,General,,,9,(2025) [GS],Geral,,iwseco
"IEEE International Conference on Sensing, Diagnostics, Prognostics, and Control",SDPC,2025,General,,,9,(2025) [GS],,,
Mexican Conference on Pattern Recognition,MCPR2,2025,General,,,9,(2025) [GS],,,
International Conference for E-Democracy and Open Government,CEDEM,2025,General,,,9,(2025) [GS],Geral,,cedem
IEEE International Conference on Signal and Image Processing Applications,ICSIP,2025,General,,,9,(2025) [GS],,,
"International Conference on Anti-counterfeiting, Security, and Identification in Communication",ASID,2025,General,,,9,(2025) [GS],Geral,G0FddLwZFDcJ,
International Conference on Logic Programming,ICLP,2025,General,,,9,(2025) [GS],Top10,,iclp
International Conference on Computing and Pattern Recognition,ICCPR,2025,General,,,9,(2025) [GS],,,
IEEE International Mediterranean Conference on Communications and Networking,MEDITCOM,2025,General,,,8,(2025) [GS],Geral,d4PPIblacy8J,meditcom
International Conference on Information Technology Based Higher Education and Training,ITHET,2025,General,,,8,(2025) [GS],,,
International Symposium on Intelligent and Distributed Computing,IDC,2025,General,,,8,(2025) [GS],Top10,6bHuP8hpZRIJ,acmidc
International Symposium on Parallel and Distributed Computing,ISPDC,2025,General,,,8,(2025) [GS],Geral,BZK2l1JW2UsJ,ispdc
European Conference on Circuit Theory and Design,ECCTD,2025,General,,,8.0,(2025) [GS],Geral,,ecctd
International Workshop on Groupware,CRIWG,2025,General,,,8,(2025) [GS],Geral,DOUIAOEhqWUJ,criwg
Congresso sobre Tecnologias na Educação,CRTL+E,2025,General,,,8.0,(2025) [GS],Geral,9haNtLW85T0J,
International Conference on Software Development for Enhancing Accessibility and Fighting Info-exclusion,DSAI,2025,General,,,8,(2025) [GS],Geral,,dsai
IEEE International Conference on e-Business Engineering,ICEBE,2025,General,,,8,(2025) [GS],,,
Congresso Brasileiro de Automática-CBA,CBA,2025,General,,,8,(2025) [GS],Geral,dV-L3bCgyPcJ,
"Symposium on Knowledge Discovery, Mining and Learning (KDMiLe)",KDMILE,2025,General,,,8,(2025) [GS],Geral,ktOlY8k93VoJ,
Brazilian Workshop on Social Network Analysis and Mining (BraSNAM),BRASNAM,2025,General,,,8,(2025) [GS],Top10,uCHdYLLURp0J,
 International Conference on Behavioural and Social Computing,BESC,2025,General,,,8.0,(2025) [GS],Geral,,
IEEE Workshop on Advanced Robotics and its Social Impacts (ARSO),ARSO,2025,General,,,8,(2025) [GS],Geral,MHGPX0ifa6MJ,
Fast Software Encryption,FSE,2025,General,,,8,(2025) [GS],Geral,u0EMblNmhEoJ,fse
Italian Conference on Theoretical Computer Science,ICTCS,2025,General,,,8,(2025) [GS],,,
Linguistic Annotation Workshop,LAW,2025,General,,,8.0,(2025) [GS],Top20,,acllaw
IEEE Latin American Conference on Computational Intelligence,LA-CCI,2025,General,,,8,(2025) [GS],Geral,MQjh4nsifjAJ,lacci
Symposium on Asynchronous Circuits and Systems,ASYNC,2025,General,,,8.0,(2025) [GS],Top20,,async
International Conference on Architecture of Computing Systems,ARCS,2025,General,,,8.0,(2025) [GS],Geral,0iDRKaj8G38J,arcs
IEEE Latin American Test Symposium (LATS),LATS,2025,General,,,8,(2025) [GS],Top20,IdSNHXeKP5gJ,latw
International Conference on Methods and Models in Automation and Robotics,MMAR,2025,General,,,8,(2025) [GS],Geral,YI-90EccamMJ,
Canadian Conference on Computational Geometry,CCCG,2025,General,,,8,(2025) [GS],,,
International Conference on Robot Intelligence Technology and Applications,RITA,2025,General,,,8.0,(2025) [GS],Geral,Tct1hCSnseoJ,
IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,MESA,2025,General,,,8,(2025) [GS],Geral,th--Q8zFP48J,mesa
International Symposium on Security in Computing and Communications,SSCC,2025,General,,,8,(2025) [GS],Geral,pGU5_1oxcy0J,sscc
"International Conference on the Art, Science, and Engineering of Programming",<Programming>,2025,General,,,8.0,(2025) [GS],Geral,,programming
International Symposium on Combinatorial Optimization,ISCO,2025,General,,,8.0,(2025) [GS],Geral,_nw1GAGIGkEJ,isco
International Symposium on Bioinformatics Research and Applications,ISBRA,2025,General,,,8,(2025) [GS],Top10,CYFIxMLpkUsJ,
Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos (SBRC),SBRC,2025,General,,,8,(2025) [GS],Top20,3vnP2ksW2eAJ,
Simpósio Brasileiro de Tecnologia da Informação e da Linguagem Humana (STIL),SBTI,2025,General,,,8,(2025) [GS],Geral,,
International Conference on Social Computing,SocialCom,2025,General,,,8.0,(2025) [GS],Geral,nbxth_NIV1wJ,
Iberian Robotics Conference,ROBOT,2025,General,,,8,(2025) [GS],,,
Wireless On-demand Network systems and Services Conference,WONS,2025,General,,,7,(2025) [GS],Geral,,wons
International Conference on Robotics and Automation Engineering,ICRAE,2025,General,,,7.0,(2025) [GS],Geral,U0jXyBJv17EJ,
Simpósio Brasileiro de Computação Aplicada à Saúde (SBCAS),SBCAS,2025,General,,,7,(2025) [GS],Top20,FToOQu3w6DQJ,
"CDVE - International Conference on Cooperative Design, Visualization, and Engineering",CDVE,2025,General,,,7.0,(2025) [GS],Top20,,
Workshop on Geographic Information Retrieval,GIR,2025,General,,,7.0,(2025) [GS],Top20,,gir
Simpósio Brasileiro de Sensoriamento Remoto,SBSR,2025,General,,,7.0,(2025) [GS],Top20,,
Iberoamerican Workshop on Human-Computer Interaction,Jornadas HCI,2025,General,,,7,(2025) [GS],Geral,xnl06E004lgJ,hci-collab
Haskell Symposium,HS,2025,General,,,7.0,(2025) [GS],Geral,,haskell
Pervasive and Embedded Computing and Communication Systems,PECCS,2025,General,,,7.0,(2025) [GS],Geral,kG0dCDBKbysJ,peccs
IEEE Oceans Conference,OCEAN,2025,General,,,7.0,(2025) [GS],Geral,gefgzKCl3_0J,
International Conference on Digital Signal Processing,DSP,2025,General,,,7.0,(2025) [GS],Geral,aJnwgzbfDTUJ,icdsp
Latin American Conference on Human Computer Interaction,CLIHC,2025,General,,,7,(2025) [GS],Geral,zMtc1kMzzzIJ,clihc
Latin-American Symposium on Dependable Computing,LADC,2025,General,,,7,(2025) [GS],Top20,,ladc
Annual Conference of the North American Fuzzy Information Processing Society,NAFIPS,2025,General,,,7,(2025) [GS],,,
European Conference on Radiation and Its Effects on Components and Systems,RADECS,2025,General,,,7,(2025) [GS],Geral,PCzjXRB5L8YJ,
IEEE International Conference on Big Data and Cloud Computing (BdCloud),BDCLOUD,2025,General,,,7,(2025) [GS],,,
International Conference on Virtual Reality and Visualization,ICVRV,2025,General,,,7,(2025) [GS],,,
International Conference on Computer-Supported Collaborative Learning,CSCL,2025,General,,,7,(2025) [GS],Top10,,
Iberoamerican Congress on Pattern Recognition (CIARP),CIARP,2025,General,,,7,(2025) [GS],Top20,-G7ZDWMFougJ,ciarp
Workshop de Visão Computacional,WVC,2025,General,,,6.0,(2025) [GS],Top20,,
Simpósio Brasileiro de Sistemas de Informação (SBSI),SBSI,2025,General,,,6,(2025) [GS],Top10,2ENJOr-ESPQJ,sbsi
Euro American Conference on Telematics and Information Systems,EATIS,2025,General,,,6,(2025) [GS],Top20,as1viggupKQJ,eatis
Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais (SBSeg),SBSeg,2025,General,,,6,(2025) [GS],Top20,Dsyl66B8iM0J,
Anais Estendidos do Simpósio Brasileiro de Jogos e Entretenimento Digital,SBGames*,2025,General,,,6.0,(2025) [GS],Top20,,
Advanced Concepts for Intelligent Vision Systems,ACIVS,2025,General,,,6.0,(2025) [GS],Geral,,acivs
Dynamic Languages Symposium,DLS,2025,General,,,6.0,(2025) [GS],Geral,,dls
"International Conference on Computer Graphics, Visualization, Computer Vision and Image Processing",CGVCVIP,2025,General,,,6.0,(2025) [GS],Geral,,
International Conference on Computer Information Systems and Industrial Management,CISIM,2025,General,,,6,(2025) [GS],Geral,,cisim
International Conference on Operations Research,OR,2025,General,,,6,(2025) [GS],,,
International Conference on Cooperative Information Systems,CoopIS,2025,General,,,6,(2025) [GS],Geral,,coopis
International Symposium on Spatial and Temporal Databases,SSTD,2025,General,,,6.0,(2025) [GS],Top20,,ssd
Multidisciplinary International Social Networks Conference on Social Informatics,SOCINFO,2025,General,,,6,(2025) [GS],Geral,,socinfo
